物件番号,物件名,店舗名,物件種目,物件種別,ステータスと物件種別,レインズと物件種別,ステータス（公開、済み等）,都道府県,市区,町域,以降番地,小学校,中学校,路線,駅,バス停名１,バス乗車時間１,徒歩（分）,路線２,駅２,バス停名２,バス乗車時間２,徒歩（分）２,路線３,駅３,バス停名３,バス乗車時間３,徒歩（分）３,その他交通,その他交通徒歩（分）,現況,明渡,自社/他社,取引態様種別,備考,価格（万円）,最終取引価格（万円）,坪単価,建物構造,建物号室,土地面積（㎡）,土地坪,地目,建物面積（㎡）,建坪,間取,土地権利,借地料(円）,借地期間,完成,完成予定、完成済み,新築/中古,道路１,道路２,道路３,私道,私道面積（㎡）,専有面積（㎡）,バルコニー面積（㎡）,階数,所在階,管理費（円）,修繕費（円）,駐車場,駐車場（円/月）,管理形態,施工会社,管理会社,用途地域,その他規制,都市計画,建蔽率,容積率,設備,特記事項,業者名,業者電話番号,業者FAX,業者担当,物件登録日時,更新日時,広告掲載,ホームページ掲載,アットホーム掲載,HOMES掲載,SUUMO掲載,制限事項（SUUMO専用）,メモ（非公開情報）,参考資料,リゾート物件,収益物件,物件URL,ログイン時非掲載,取込緯度,取込経度
42151142,南区城南町東阿高,,土地,売地,売地,売地,公開,熊本県,熊本市南区,城南町東阿高,1786番20,豊田小学校,下益城城南中学校,,,,,,,,,,,,,,,,公会堂前バス停,8,更地,即,他社,媒介,売主面積物件,200,,,,,234.6,,宅地,,,,所有権,,,,,,南西側:私道:幅員4m:間口11.3m， 南東側:私道:幅員4m:間口11.1m,,,,,,,,,,,,,,,,,集落内開発区域,市街化調整区域,40,80,側溝,,株式会社平成不動産,096-370-2677,096-370-2633,,,2019/6/18 13:21,,,,,,,,,,,,,32.6865085,130.7233998
42069141,山鹿市熊入町　分譲地78号地,,土地,売地,売地,売地,公開,熊本県,山鹿市,熊入町,大坪58-10　78号地,八幡小学校,山鹿中学校,,,,,,,,,,,,,,,,熊入温泉前バス停,2,更地,相談,他社,媒介,,472,,,,,195.08,,宅地,,,,所有権,,,,,,,,,,,,,,,,,,,,,,1種住居,,非線引区域,60,120,上水道:下水道:側溝,,セイ総合開発株式会社,096-344-0454,096-344-7103,,,2019/3/19 14:02,,,,,,,,,,,,,33.021633,130.685746
42069140,山鹿市熊入町 分譲地75号地,,土地,売地,売地,売地,公開,熊本県,山鹿市,熊入町,字西田113-49　75号地,八幡小学校,山鹿中学校,,,,,,,,,,,,,,,,熊入温泉前バス停,2,更地,相談,他社,媒介,,458,,,,,189.13,,宅地,,,,所有権,,,,,,,,,,,,,,,,,,,,,,1種住居,,非線引区域,60,120,上水道:下水道:側溝,,セイ総合開発株式会社,096-344-0454,096-344-7103,,,2019/3/19 14:02,,,,,,,,,,,,,33.0226856,130.6866344
42069137,山鹿市熊入町　分譲地21号地,,土地,売地,売地,売地,公開,熊本県,山鹿市,熊入町,字西田113-11　21号地,八幡小学校,山鹿中学校,,,,,,,,,,,,,,,,熊入温泉前バス停,2,更地,相談,他社,媒介,,612,,,,,252.95,,宅地,,,,所有権,,,,,,,,,,,,,,,,,,,,,,1種住居,,非線引区域,60,120,上水道:下水道:側溝,,セイ総合開発株式会社,096-344-0454,096-344-7103,,,2019/3/19 14:02,,,,,,,,,,,,,33.0226856,130.6866344
42069112,山鹿市熊入町,,土地,売地,売地,売地,公開,熊本県,山鹿市,熊入町,92,山鹿市立八幡小学校,山鹿市立山鹿中学校,,,,,,,,,,,,,,,,西上町バス停,5,更地,相談,他社,媒介,,520,,,,,426,,田,,,,所有権,,,,,,東側:公道:幅員4m:間口30m,,,,,,,,,,,,,,,,準工業,,市街化区域,60,200,下水道:電気:側溝,,有限会社碧プランニング,096-383-0035,096-383-0087,,,2018/10/23 17:41,,,,,,,,,,,,,33.0213052,130.6837041
42044118,南区城南町藤山,,土地,売地,売地,売地,公開,熊本県,熊本市南区,城南町藤山,,豊田小学校,下益城城南中学校,,,,,,,,,,,,,,,,記念碑前バス停,13,更地,即,他社,一般,,190,,,,,196.63,,山林,,,,所有権,,,,,,南側:私道:幅員4m,,,,,,,,,,,,,,,,無指定,,市街化調整区域,,,プロパンガス（個別）:井戸:浄化槽（個別）,,株式会社コスギ不動産,096-368-0001,096-368-0002,,,2019/6/10 15:23,,,,,,,,,,,,,32.6742402,130.7292276
41981534,北区大窪　分譲地　C号地,,土地,売地,売地,売地,公開,熊本県,熊本市北区,大窪,3丁目313番　C号地,高平台小学校,京陵中･竜南中学校,,,,,,,,,,,,,,,,飛田一丁目バス停,8,更地,相談,他社,媒介,,650,,,,,136.5,,宅地,,,,所有権,,,/,,,北西側:公道:幅員6m:間口9.49m,,,,,,,,,,,,,,,,1種中高,埋蔵文化財包蔵地  宅地造成工事規制区域  分筆渡し,市街化区域,60,150,上水道:下水道:電気:側溝,,株式会社たたら不動産,096-375-7131,096-375-7132,,,2018/10/27 11:22,,,,,,,,,,,https://suumo.jp/tochi/__JJ_JJ010FJ100_arz1090z2bsz1030z2ncz189975475.html,,32.8492408,130.7124545
41981533,北区大窪　分譲地　B号地,,土地,売地,売地,売地,公開,熊本県,熊本市北区,大窪,3丁目313番　B号地,高平台小学校,京陵中･竜南中学校,,,,,,,,,,,,,,,,飛田一丁目バス停,8,更地,相談,他社,媒介,,650,,,,,136.5,,宅地,,,,所有権,,,/,,,北西側:公道:幅員6m:間口9.48m,,,,,,,,,,,,,,,,1種中高,埋蔵文化財包蔵地  宅地造成工事規制区域  分筆渡し,市街化区域,60,150,上水道:下水道:電気:側溝,,株式会社たたら不動産,096-375-7131,096-375-7132,,,2018/10/27 11:22,,,,,,,,,,,https://suumo.jp/tochi/__JJ_JJ010FJ100_arz1090z2bsz1030z2ncz189975475.html,,32.8492408,130.7124545
41955080,合志市御代志　分譲地B号地,,土地,売地,売地,売地,公開,熊本県,合志市,御代志,1648　B号地,西合志中央小学校,西合志中学校,,,,,,,,,,,,,,,,熊本電気鉄道　御代志駅,9,更地,相談,他社,専属専任,,"1,050",,,,,386.59,,宅地,,,,所有権,,,,,,南西側:公道:幅員5m,,,,,,,,,,,,,,,,,,調整区域,70,200,プロパンガス（個別）,,櫻井不動産,096-285-9911,096-285-9912,,,2018/10/20 16:35,,,,,,,,,,,,,32.8887736,130.7498209
41954843,合志市御代志　分譲地A号地,,土地,売地,売地,売地,公開,熊本県,合志市,御代志,1648　A号地,西合志中央小学校,西合志中学校,,,,,,,,,,,,,,,,熊本電気鉄道　御代志駅,9,更地,相談,他社,専属専任,,"1,050",,,,,386.59,,宅地,,,,所有権,,,,,,南西側:公道:幅員5m,,,,,,,,,,,,,,,,,,調整区域,70,200,プロパンガス（個別）,,櫻井不動産,096-285-9911,096-285-9912,,,2018/10/20 16:35,,,,,,,,,,,,,32.8887736,130.7498209
41954708,東区湖東　分譲地　2号地,,土地,売地,売地,売地,公開,熊本県,熊本市東区,湖東,2丁目43　2号地,健軍小学校,湖東中学校,,,,,,,,,,,,,,,,たけみやバス停,2,更地,相談,他社,売主,(有)クリエイトが仲介に入ります。   法令等制限:風致地区(建築物を建築する際に制限を受けます。),"1,756",,,,,200.29,,宅地,,,,所有権,,,/,,,南側:公道:幅員4m， 東側:公道:幅員4m,,,,,,,,,,,,,,,,1種低層,風致地区,市街化区域,30,80,都市ガス:上水道:下水道,,株式会社ルミナスホーム,096-385-0837,096-387-3117,,,2018/9/21 10:04,,,,,,,,,,,https://www.athome.co.jp/tochi/6965830484/,,32.7782891,130.7487975
41953518,中央区国府本町,,土地,売地,売地,売地,公開,熊本県,熊本市中央区,国府本町,9-32,白山小学校,,,,,,,,,,,,,,,,,白山神社前バス停,1,上物有,相談,他社,一般,告知事項あり(上物3棟中1棟で自殺有）解体費用：相談公共上下水道：前面道路配管,"2,150",,,,,247.76,,宅地,,,,所有権,,,,,,西側:公道:幅員4m， 東側:公道:幅員2.1m,,,,,,,,,,,,,,,,2種中高,,市街化区域,60,200,上水道:下水道:側溝,,株式会社中村不動産開発,0964-22-0815,096-327-0533,,,2019/6/18 13:33,,,,,,,,,,,,,32.7864662,130.7230042
41953479,東区湖東　分譲地　1号地,,土地,売地,売地,売地,公開,熊本県,熊本市東区,湖東,2丁目43　1号地,健軍小学校,湖東中学校,,,,,,,,,,,,,,,,たけみやバス停,2,更地,相談,他社,売主,(有)クリエイトが仲介に入ります。   法令等制限:風致地区(建築物を建築する際に制限を受けます。),"1,756",,,,,200.27,,宅地,,,,所有権,,,/,,,南側:公道:幅員4m， 東側:公道:幅員4m,,,,,,,,,,,,,,,,1種低層,風致地区,市街化区域,30,80,都市ガス,,株式会社ルミナスホーム,096-385-0837,096-387-3117,,,2018/9/21 10:05,,,,,,,,,,,https://www.athome.co.jp/tochi/6965830484/,,32.7782891,130.7487975
41815752,東区小山,,戸建,戸建,戸建,戸建,公開,熊本県,熊本市東区,小山,2丁目7-37,託麻東小学校,二岡中学校,,,,,,,,,,,,,,,,中山バス停,4,居住中,相談,他社,媒介,,"1,880",,,木造,,191.08,,宅地,114,,4LDK,所有権,,,1997/12/31,完成済み,中古,東側:私道:幅員5m,,,,,,,2,,,,,,,,,2種中高,,市街化区域,60,150,上水道:下水道:システムキッチン,日当たり良好:閑静な住宅街,ERAラクラス,096-327-9657,096-352-9663,中田,,2018/11/30 16:19,,,,,,,,,,,,,32.8310873,130.7847919
41815195,西区島崎,,戸建,戸建,戸建,戸建,公開,熊本県,熊本市西区,島崎,6丁目18-29,,,,,,,,,,,,,,,,,,小山田バス停,4,空,相談,他社,媒介,敷地内２棟建物あり,"1,490",,,木造,,208.3,,宅地,48.67,,2DK,所有権,,,Dec-84,完成済み,中古,北東側:公道,,,,,,,1,,,,,,,,,1種低層,,市街化区域,40,80,プロパンガス（個別）:上水道:下水道:電気,,櫻井不動産,096-285-9911,096-285-9912,,,2018/12/7 8:18,,,,,,,,,,,,,32.8143654,130.6830017
41788125,西区戸坂町,,土地,売地,売地,売地,公開,熊本県,熊本市西区,戸坂町,16,池上小学校,三和中学校,,,,,,,,,,,,,,,,谷尾崎入口バス停,2,更地,,他社,一般,上下水道引込買主負担農地転用費用買主負担,350,,,,,184,,畑,,,,所有権,,,,,,西側:私道:幅員3.6m,,,,,,,,,,,,,,,,2種中高,建築基準法43条（協定書有）、宅地規制区域,市街化区域,60,200,プロパンガス（個別）:上水道:下水道,セットバック済,株式会社奥羽興産/ピタットハウス熊本店,096-385-6555,096-386-5221,,,2018/10/23 15:45,,,,,,,,,,,,,32.7980614,130.6815992
41786845,西区二本木,,土地,売地,売地,売地,公開,熊本県,熊本市西区,二本木,5丁目8-7,古町小学校,花陵中学校,,,,,,,,,,,,,,,,熊本操車場前バス停,5,上物有,相談,他社,媒介,上下水道前面道路に有り,800,,,,,164.76,,その他,,,,所有権,,,,,,西側:公道:幅員6m:間口3.38m,,,,,,,,,,,,,,,,準工業,,市街化区域,60,200,プロパンガス（個別）:上水道:下水道:側溝,,株式会社熊本土地建物,096-373-5222,096-373-8222,,,2019/3/19 15:14,,,,,,,,,,,,,32.7791575,130.6881686
41714930,玉名市山田,,土地,売地,売地,売地,公開,熊本県,玉名市,山田,字平原915-5,築山小学校,,,,,,,,,,,,,,,,,,,更地,未記入,他社,,,"1,650",,,,,991.75,,,,,,,,,,,,北側:,,,,,,,,,,,,,,,,,,,,,,,株式会社マルヨ不動産,0968-76-2702,0968-76-2602,,,2019/3/19 13:40,,,,,,,,,,,,,32.9408197,130.5465095
41714887,玉名市石貫,,土地,売地,売地,売地,公開,熊本県,玉名市,石貫,4451番17,,,,,,,,,,,,,,,,,,松本バス停,6,更地,未記入,他社,,,"1,790",,,,,201,,,,,,,,,,,,南東側:,,,,,,,,,,,,,,,,,,,,,,,株式会社マルヨ不動産,0968-76-2702,0968-76-2602,,,2019/3/19 13:40,,,,,,,,,,,,,32.9497828,130.5646833
41714851,玉名市立願寺,,土地,売地,売地,売地,公開,熊本県,玉名市,立願寺,1248-3,,,,,,,,,,,,,,,,,,,,更地,未記入,他社,,,720,,,,,264.47,,,,,,,,,,,,東側:,,,,,,,,,,,,,,,,1種中高,,,60,200,,,株式会社マルヨ不動産,0968-76-2702,0968-76-2602,,,2019/3/19 13:41,,,,,,,,,,,,,32.9417779,130.549426
41710609,玉名市中　分譲地B号地,,土地,売地,売地,売地,公開,熊本県,玉名市,中,125-2、148-6　B号地,玉名町小学校,玉名中学校,,,,,,,,,,,,,,,,玉名駅,8,更地,未記入,他社,専任,上下水道宅内引込済,470,,,,,183.1,,宅地,,,,所有権,,,,,,北側::間口13.3m,,,無,,,,,,,,,,,,,商業,,,80,400,上水道:下水道,,株式会社みえ不動産,0968-72-1678,0968-72-1679,,,2019/3/19 13:37,,,,,,,,,,,,,32.9291983,130.5487628
41710579,玉名市中　分譲地A号地,,土地,売地,売地,売地,公開,熊本県,玉名市,中,125-2、148-6　A号地,玉名町小学校,玉名中学校,,,,,,,,,,,,,,,,玉名駅,8,更地,未記入,他社,専任,上下水道宅内引込済,470,,,,,183.1,,宅地,,,,所有権,,,,,,北側::間口11.4m,,,無,,,,,,,,,,,,,商業,,,80,400,上水道:下水道,,株式会社みえ不動産,0968-72-1678,0968-72-1679,,,2019/3/19 13:37,,,,,,,,,,,,,32.9291983,130.5487628
41706548,玉名市寺田　分譲地F号地,,土地,売地,売地,売地,公開,熊本県,玉名市,寺田,字郡原　F号地,八嘉小学校,玉南中学校,,,,,,,,,,,,,,,,世間部バス停,8,更地,未記入,他社,専任,"水道本管工事分担金別途必要玉名市上水道加入金必要（151,200円）合併浄化槽補助金有",300,,,,,191.4,,宅地,,,,所有権,,,,,,北側:私道， 東側:私道， 南側:私道:幅員5m,,,,,,,,,,,,,,,,無指定,,非線引区域,70,200,上水道:浄化槽（個別）,,株式会社みえ不動産,0968-72-1678,0968-72-1679,,,2019/3/19 13:37,,,,,,,,,,,,,32.9214381,130.5884359
41706546,玉名市寺田　分譲地E号地,,土地,売地,売地,売地,公開,熊本県,玉名市,寺田,字郡原　E号地,八嘉小学校,玉南中学校,,,,,,,,,,,,,,,,世間部バス停,8,更地,未記入,他社,専任,"水道本管工事分担金別途必要玉名市上水道加入金必要（151,200円）合併浄化槽補助金有",318,,,,,202.5,,宅地,,,,所有権,,,,,,北側:私道， 西側:私道， 南側:私道:幅員5m,,,,,,,,,,,,,,,,無指定,,非線引区域,70,200,上水道:浄化槽（個別）,,株式会社みえ不動産,0968-72-1678,0968-72-1679,,,2019/3/19 13:37,,,,,,,,,,,,,32.9214381,130.5884359
41705972,玉名市寺田　分譲地C号地,,土地,売地,売地,売地,公開,熊本県,玉名市,寺田,字郡原　C号地,八嘉小学校,玉南中学校,,,,,,,,,,,,,,,,世間部バス停,8,更地,未記入,他社,専任,"水道本管工事分担金別途必要玉名市上水道加入金必要（151,200円）合併浄化槽補助金有",336,,,,,214.5,,宅地,,,,所有権,,,,,,北側:私道:幅員5m:間口8m,,,,,,,,,,,,,,,,無指定,,非線引区域,70,200,上水道:浄化槽（個別）,,株式会社みえ不動産,0968-72-1678,0968-72-1679,,,2019/3/19 13:37,,,,,,,,,,,,,32.9214381,130.5884359
41687461,東区新南部　2区画　A号地,,土地,売地,売地,売地,公開,熊本県,熊本市東区,新南部,2丁目3　A号地,西原小学校,西原中学校,,,,,,,,,,,,,,,,新南部バス停,4,更地,相談,他社,媒介,※2区画(仮)協議要,"1,280",,,,,196.13,,宅地,,,,所有権,,,,,,南側:私道:幅員4m:間口6.2m,,,,,,,,,,,,,,,,1種住居,文化財調査済　,市街化区域,60,200,上水道:下水道:電気:側溝,,有限会社碧プランニング,096-383-0035,096-383-0087,,,2018/10/23 17:45,,,,,,,,,,,,,32.8177411,130.745403
41683023,西区花園,,土地,売地,売地,売地,公開,熊本県,熊本市西区,花園,7丁目78-17,花園小学校,井芹中学校,,,,,,,,,,,,,,,,柿原公民館前バス停,5,上物有,相談,他社,媒介,解体費用は相談可,600,,,,,338.06,,宅地,,,,所有権,,,,,,北側:公道:幅員4.3m,,,,,,,,,,,,,,,,1種低層,,市街化区域,40,80,プロパンガス（個別）:上水道:下水道:電気,,株式会社ホームステージ,096-385-8080,096-385-8081,,,2019/3/19 15:01,,,,,,,,,,,,,32.8282475,130.6831739
41682711,北区植木町平原,,土地,売地,売地,売地,公開,熊本県,熊本市北区,植木町平原,,,,,,,,,,,,,,,,,,,JR鹿児島本線　植木駅,66,更地,相談,他社,媒介,法令等制限:集落内開発地勢:高台,382.36,,,,,632,,畑,,,,所有権,,,/,,,北側:公道:幅員3m:間口12m， 東側:公道:幅員12m:間口38m,,,無,,,,,,,,,,,,,,集落内開発,調整区域,,,,,オフィスオレンジ,096-273-9877,096-273-9878,,,2019/4/26 18:19,,,,,,,,,,,https://www.athome.co.jp/tochi/6962975633/,,32.9216946,130.6546605
41633311,八代市萩原町,,土地,売地,売地,売地,公開,熊本県,八代市,萩原町,1丁目247-6,,,,,,,,,,,,,,,,,,八代駅,3,更地,相談,他社,媒介,,896,,,,,370.73,,宅地,,,,所有権,,,,,,西側::幅員4m， 東側::幅員1.5m,,,,,,,,,,,,,,,,準工業,,非線引区域,60,200,下水道,,エイコ不動産有限会社,0965-34-1133,0965-34-1135,,,2019/6/18 13:29,,,,,,,,,,,,,32.5018555,130.6225394
41633162,北区高平,,戸建,戸建,戸建,戸建,公開,熊本県,熊本市北区,高平,37028,高平台小学校,京陵中学校,,,,,,,,,,,,,,,,山伏塚バス停,5,空,相談,他社,媒介,高平台小学校徒歩3分   関発団地内,"1,298",,,木造,,178.5,,宅地,103.78,,5DK,所有権,,,Jul-77,完成済み,中古,東側:公道:幅員6m,,,,,,,2,,,,空有,,,,,1種中高,,市街化区域,60,150,上水道:下水道:側溝,,株式会社エステートジャパン,096-384-5400,096-384-5422,,,2019/6/4 13:38,,,,,,,,,,,https://www.athome.co.jp/kodate/6965281474/,,32.831523,130.7138545
41609050,北区植木町舞尾,,土地,売地,売地,売地,公開,熊本県,熊本市北区,植木町舞尾,,,,,,,,,,,,,,,,,,,滴水バス停,15,更地,即,他社,媒介,,900,,,,,313,,宅地,,,,所有権,,,,,,,,,,,,,,,,,,,,,,1種住居,,市街化区域,60,200,,,Lapin's(ラパンズ),096-223-8007,096-273-0867,,,2019/1/11 11:02,,,,,,,,,,,,,32.8986301,130.6895418
41608636,東区若葉,,土地,売地,売地,売地,公開,熊本県,熊本市東区,若葉,5丁目91番(地番),若葉小学校,東野中学校,,,,,,,,,,,,,,,,南町バス停,4,更地,相談,他社,媒介,道路壱指定有り:熊本県指定昭和39年155号　道路持分無し,"1,380",,,,,271.07,,宅地,,,,所有権,,,/,,,西側:私道,,,,,,,,,,,,,,,,1種中高,準防火地域,市街化区域,60,150,,,グッドホーム熊本,096-373-7000,096-373-7100,,,2019/6/17 14:29,,,,,,,,,,,http://search.41-23.com/details.php?b[]=00134202,,32.7699454,130.7611468
41601552,南区城南町塚原,,土地,売地,売地,売地,公開,熊本県,熊本市南区,城南町塚原,,豊田小学校,下益城城南中学校,,,,,,,,,,,,,,,,JA豊田支所バス停,2,更地,即,他社,専属専任,区画整理地内開発許可必要,700,,,,,419,,雑種地,,,,所有権,,,,,,南側::幅員6m:間口18.3m,,,無,,,,,,,,,,,,,,集落内開発地域,調整区域,70,200,側溝,,誠伸住宅株式会社,096-387-5330,096-384-0247,,,2019/4/15 17:37,,,,,,,,,,,,,32.6940078,130.7348044
41601332,中央区琴平本町,,土地,売地,売地,売地,公開,熊本県,熊本市中央区,琴平本町,43570,春竹小学校,江原中学校,,,,,,,,,,,,,,,,江原中学校前バス停,4,更地,相談,他社,専属専任,,"1,500",,,,,121.65,,宅地,,,,所有権,,,,,,南側:公道:幅員4.4m:間口10m,,,,,,,,,,,,,,,,2種住居,,市街化区域,60,200,,,ミニミニFC熊本インター店株式会社豊栄商事　,096-388-3180,096-300-3364,,,2018/5/7 11:02,,,,,,,,,,,,,32.7877378,130.7046946
41438246,西区島崎　分譲地2号地,,土地,売地,売地,売地,公開,熊本県,熊本市西区,島崎,2丁目35-5　2号地,城西小学校,西山中学校,,,,,,,,,,,,,,,,日向崎バス停,7,更地,即,他社,媒介,下水道は前面道路有、引込み無し地盤調査書有地盤調査につきましては購入者様にて建築前に再度地盤調査が必要となります。※この土地は現況有姿分譲地ですから、住宅等を建築して生活する為に必要とされる施設は有りません。,"1,400",,,,,149.01,,宅地,,,,所有権,,,,,,北側:公道:幅員5.2m,,,,,,,,,,,,,,,,2種中高,,市街化区域,60,200,プロパンガス（個別）:上水道:下水道:電気:側溝,,良家不動産,096-221-9865,096-221-6985,,,2018/9/29 11:55,,,,,,,,,,,,,32.8069383,130.6883012
41436347,西区島崎　分譲地1号地,,土地,売地,売地,売地,公開,熊本県,熊本市西区,島崎,2丁目35-5　1号地,城西小学校,西山中学校,,,,,,,,,,,,,,,,日向崎バス停,7,更地,即,他社,媒介,下水道は前面道路有、引込み無し地盤調査書有地盤調査につきましては購入者様にて建築前に再度地盤調査が必要となります。※この土地は現況有姿分譲地ですから、住宅等を建築して生活する為に必要とされる施設は有りません。,"1,410",,,,,148.37,,宅地,,,,所有権,,,,,,北側:公道:幅員5.2m,,,,,,,,,,,,,,,,2種中高,,市街化区域,60,200,プロパンガス（個別）:上水道:下水道:電気:側溝,,良家不動産,096-221-9865,096-221-6985,,,2018/9/29 11:55,,,,,,,,,,,,,32.8069383,130.6883012
